MSSubClass,LotArea,OverallQual,OverallCond,YearBuilt,YearRemodAdd,1stFlrSF,GrLivArea,FullBath,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,MoSold,YrSold,SalePrice
30,8731,5,5,1920,1950,1167,1167,1,3,1,6,5,2007,144000
20,7350,5,7,1951,1951,952,952,1,2,1,4,6,2008,139000
60,10304,5,7,1976,1976,1088,1868,2,4,1,9,10,2009,197500
60,9965,8,5,2006,2007,1466,2828,3,4,1,11,4,2007,424870
20,9000,5,3,1959,1959,1006,1006,1,3,1,5,7,2008,80000
190,12180,4,4,1941,1950,672,924,1,2,1,5,7,2010,80000
50,6240,5,6,1928,1950,1042,1576,1,3,1,8,8,2006,149000
20,11200,6,5,1985,1985,1298,1298,2,3,1,5,5,2006,180000
70,12000,7,7,1941,1950,860,1564,1,3,1,7,7,2009,174500
50,5700,7,7,1926,1950,572,1111,1,2,1,5,8,2008,116900
70,9000,7,9,1920,1988,832,1482,1,3,1,7,7,2009,143000
20,8280,6,5,1950,1950,932,932,1,2,1,4,11,2007,124000
20,17755,5,4,1959,1959,1466,1466,1,3,1,6,11,2006,149900
20,14115,6,7,1956,2004,1811,1811,1,2,1,6,7,2006,230000
30,5890,6,8,1930,2007,816,816,1,2,1,5,6,2008,120500
60,13700,7,6,1965,1988,902,1820,1,4,1,8,5,2008,201800
20,10768,5,8,1976,2004,1437,1437,2,3,1,6,7,2007,218000
80,9350,5,8,1965,1999,1265,1265,2,3,1,6,10,2008,179900
120,5001,7,5,2007,2008,1314,1314,2,2,1,6,7,2009,230000
20,11932,8,5,2007,2008,1580,1580,2,3,1,7,6,2008,235128
60,9120,6,6,1974,1974,943,1876,2,4,1,8,7,2008,185000
160,2280,6,5,1978,1978,855,1456,2,3,1,7,7,2010,146000
20,14778,6,7,1954,2006,1640,1640,1,3,1,7,11,2008,224000
20,8724,5,5,1968,1968,894,894,1,3,1,5,5,2007,129000
90,12900,4,4,1969,1969,1258,1258,0,0,2,6,1,2008,108959
80,16157,5,7,1978,1978,1432,1432,1,2,1,5,6,2007,194000
20,9541,7,5,2009,2009,1502,1502,2,3,1,7,9,2009,233170
20,10475,8,5,2008,2008,1694,1694,2,3,1,7,2,2010,245350
60,10852,6,5,2000,2000,959,1671,2,3,1,7,2,2006,173000
70,13728,6,7,1935,1986,1236,2108,2,4,1,7,7,2008,235000
60,35760,10,5,1995,1996,1831,3627,3,4,1,10,7,2006,625000
80,9880,6,6,1977,1977,1118,1118,1,3,1,6,7,2008,171000
20,9120,6,6,1958,1958,1261,1261,1,3,1,6,11,2008,163000
160,4017,7,5,2006,2007,625,1250,2,2,1,5,3,2008,171900
50,18030,5,6,1946,1994,1636,3086,3,3,1,12,3,2007,200500
70,16560,6,8,1932,1950,1170,2345,2,4,1,9,7,2006,239000
50,10678,8,5,1992,2000,2129,2872,2,4,1,9,4,2007,285000
20,6951,5,5,1984,1985,923,923,1,3,1,5,10,2008,119500
50,3950,6,8,1926,2004,818,1224,1,3,1,5,12,2009,115000
50,7681,5,6,1921,1950,820,1343,1,3,1,7,7,2009,154900
20,8335,5,5,1954,1954,1124,1124,1,3,1,5,4,2006,93000
60,11170,7,5,1990,1991,1298,2514,2,4,1,8,4,2006,250000
120,5587,8,5,2008,2008,1652,1652,2,2,1,5,11,2008,392500
60,15623,10,5,1996,1996,2411,4476,3,4,1,10,7,2007,745000
30,10800,5,6,1920,1950,1130,1130,1,2,1,5,6,2006,120000
20,35133,5,4,1963,1963,1572,1572,1,3,1,5,5,2007,186700
50,9738,5,7,1924,1950,949,1221,1,4,1,7,3,2006,104900
190,10615,3,5,1900,1970,1014,1699,2,3,2,7,8,2009,95000
20,12461,8,5,1994,1995,1624,1624,2,2,1,5,7,2006,262000
60,8935,7,5,2002,2002,831,1660,2,3,1,7,7,2009,195000
60,7500,7,5,1999,1999,1028,1804,2,3,1,7,6,2010,189000
190,32463,4,4,1961,1975,1622,1622,1,3,1,7,3,2007,168000
160,2645,8,5,1999,2000,764,1441,2,2,1,5,11,2007,174000
50,9600,5,8,1925,1994,842,1472,1,3,1,6,7,2007,125000
120,4500,6,5,1999,1999,1224,1224,2,2,1,5,6,2009,165000
60,9364,6,7,1969,1969,663,1352,1,4,1,7,3,2010,158000
60,8029,6,5,2005,2005,728,1456,2,3,1,8,7,2008,176000
60,14054,7,5,2006,2006,879,1863,2,4,1,9,11,2006,219210
75,8850,7,6,1916,1950,815,1690,1,3,1,7,7,2006,144000
20,9100,7,5,2001,2001,1212,1212,2,3,1,6,6,2009,178000
20,11235,4,5,1963,1979,1382,1382,1,3,1,6,10,2006,148000
20,9353,4,5,1970,1970,864,864,1,3,1,5,7,2006,116050
60,10400,7,5,1998,1998,866,1779,2,3,1,6,3,2009,197900
50,6000,5,8,1925,1997,884,1348,1,3,1,5,5,2009,117000
20,9750,7,5,2000,2001,1630,1630,2,3,1,6,10,2009,213000
20,10140,5,6,1975,1975,1074,1074,1,3,1,6,7,2006,153500
20,14684,7,7,1990,1991,2196,2196,2,3,1,7,6,2009,271900
20,8900,4,4,1966,1966,1056,1056,1,2,1,5,11,2006,107000
20,9135,6,5,2003,2003,1700,1700,2,3,1,7,5,2006,200000
20,7763,5,7,1962,1980,1283,1283,1,3,1,6,10,2008,140000
20,10182,8,5,2006,2006,1660,1660,2,3,1,8,5,2006,290000
60,11218,6,5,1992,1992,1055,1845,2,3,1,8,5,2010,189000
50,12134,8,7,1988,2005,1080,1752,2,4,1,8,6,2010,164000
30,9340,4,6,1941,1950,672,672,1,2,1,4,8,2009,113000
80,10246,4,9,1965,2001,960,960,0,0,1,3,5,2006,145000
85,10205,5,5,1962,1962,999,999,1,3,1,6,5,2006,134500
20,7094,5,5,1966,1966,894,894,1,3,1,5,5,2007,125000
90,8930,6,5,1978,1978,1318,1902,2,4,2,8,4,2010,112000
20,8640,8,5,2009,2009,1314,1314,2,3,1,6,9,2009,229456
50,6240,4,5,1947,1950,672,912,1,2,1,3,7,2006,80500
160,1680,6,5,1971,1971,672,1218,1,3,1,7,4,2006,91500
20,7800,5,5,1964,1964,912,912,1,2,1,5,11,2006,115000
20,8250,5,5,1968,1968,1211,1211,1,3,1,5,8,2008,134000
50,10496,6,6,1949,1950,1168,1846,2,3,1,7,1,2007,143000
20,10680,5,3,1951,1951,2136,2136,2,4,1,7,10,2006,137900
60,15384,7,5,2004,2005,788,1490,2,3,1,8,2,2008,184000
80,10482,6,8,1958,1958,1138,1138,1,3,1,6,6,2007,145000
60,14598,6,5,2007,2007,894,1933,2,4,1,9,1,2008,214000
20,8872,5,8,1965,2008,912,912,1,2,1,5,12,2008,147000
120,8769,9,5,2008,2008,1702,1702,1,1,1,7,10,2008,367294
80,7910,5,5,1960,1960,1507,1507,2,4,1,7,8,2008,127000
90,18890,5,5,1977,1977,1361,2620,2,4,2,12,8,2007,190000
90,7728,5,6,1962,1962,1190,1190,1,3,1,6,5,2006,132500
90,9842,4,5,1962,1962,1224,1224,2,2,2,6,3,2007,101800
20,12160,5,5,1959,1959,1188,1188,1,3,1,6,5,2010,142000
70,8525,5,6,1911,1950,1024,1964,1,4,1,7,11,2008,130000
70,13132,5,5,1914,1950,892,1784,1,4,1,9,7,2006,138887
160,2628,7,5,2003,2003,764,1626,2,2,1,6,6,2010,175500
60,12393,7,5,2004,2005,847,1948,2,4,1,8,9,2006,195000
20,13072,6,5,2005,2005,1141,1141,1,3,1,6,3,2006,142500
20,9037,8,5,2006,2006,1484,1484,2,2,1,6,12,2007,265900
60,8158,7,5,2003,2003,884,1768,2,3,1,8,7,2008,224900
20,9849,7,6,2007,2007,1689,1689,2,3,1,7,6,2007,248328
85,10625,7,6,1974,1974,1173,1173,2,3,1,6,1,2010,170000
20,13891,10,5,2006,2006,2076,2076,2,2,1,7,9,2006,465000
70,11435,8,7,1929,1950,792,1517,1,3,1,7,6,2006,230000
80,12090,6,7,1984,2003,1140,1868,3,3,1,7,1,2007,178000
60,8125,7,5,2005,2006,756,1553,2,3,1,6,3,2006,186500
80,12328,6,5,1976,1976,1034,1034,1,3,1,6,5,2010,169900
75,9600,6,5,1917,1950,1134,2058,1,3,1,8,4,2008,129500
20,7200,5,7,1950,1950,988,988,1,3,1,6,5,2007,119000
20,11160,7,5,1968,1968,2110,2110,2,3,1,8,4,2010,244000
120,3136,7,5,2003,2003,1405,1405,2,2,1,6,3,2006,171750
20,9858,5,6,1968,1968,874,874,1,3,1,5,11,2009,130000
60,17542,7,7,1974,2003,1516,2167,2,3,1,9,7,2007,294000
60,6931,7,5,2003,2004,760,1656,2,3,1,7,7,2008,165400
50,6240,6,6,1931,1950,959,1367,1,3,1,6,11,2007,127500
20,14303,8,5,1994,1994,1987,1987,2,2,1,7,8,2008,301500
30,4060,5,8,1922,1950,864,864,1,2,1,4,7,2009,99900
80,9587,7,5,2005,2005,1166,1166,2,2,1,5,7,2008,190000
20,9750,6,8,1969,1969,1054,1054,1,3,1,6,7,2008,151000
60,24682,6,5,1999,1999,892,1675,2,3,1,7,6,2009,181000
20,9600,5,6,1956,1956,1050,1050,1,2,1,5,6,2009,128900
50,11250,4,5,1957,1989,1104,1788,1,5,1,8,11,2009,161500
70,13515,6,6,1919,1950,1060,1824,1,3,1,8,7,2007,180500
120,4060,6,5,1998,1999,1337,1337,2,2,1,5,8,2008,181000
160,3735,7,5,1999,1999,713,1452,2,3,1,6,3,2006,183900
190,10120,7,4,1910,1950,964,1889,1,4,2,9,1,2007,122000
20,13214,9,5,2008,2009,2018,2018,2,3,1,10,5,2010,378500
50,14100,8,9,1935,1997,1968,3447,3,4,1,11,5,2008,381000
50,11344,5,5,1958,1958,874,1524,1,3,1,7,7,2007,144000
40,23595,7,6,1979,1979,1332,1524,0,0,1,4,4,2010,260000
20,9156,6,7,1968,1968,1489,1489,2,3,1,7,8,2009,185750
20,13526,5,6,1965,1965,935,935,1,3,1,5,11,2006,137000
80,11512,6,7,1959,2006,1357,1357,1,2,1,5,5,2008,177000
50,5362,5,6,1910,2003,661,1250,2,3,1,8,11,2007,139000
90,11345,5,5,1948,1950,928,1920,2,4,2,10,7,2007,137000
60,12936,6,6,1972,1972,735,1395,1,3,1,6,12,2009,162000
80,17871,6,5,1967,1976,1724,1724,1,3,1,7,6,2009,197900
60,9473,8,5,2002,2002,1128,2031,2,3,1,7,3,2008,237000
50,7500,4,4,1920,1950,698,1128,1,2,1,6,4,2010,68400
20,9808,7,5,2002,2002,1573,1573,2,3,1,6,3,2009,227000
20,8049,7,5,1990,1990,1339,1339,2,2,1,6,7,2006,180000
20,8800,5,7,1977,2008,1040,1040,2,3,1,5,9,2009,150500
90,9400,6,5,1971,1971,912,1824,2,4,2,8,4,2010,139000
50,9638,6,7,1919,1990,1699,2447,2,4,1,10,3,2010,169000
50,6000,6,6,1939,1950,825,1412,1,4,1,6,5,2009,132500
20,9790,6,5,1963,1963,1328,1328,1,3,1,6,6,2010,143000
20,36500,5,5,1964,1964,1582,1582,2,4,1,7,6,2006,190000
120,5664,8,5,2000,2000,1659,1659,2,2,1,5,10,2009,278000
60,11065,8,5,2006,2006,1120,1970,2,3,1,8,10,2006,281000
80,14112,5,7,1964,1964,1152,1152,1,3,1,6,4,2010,180500
160,1680,5,7,1972,1972,630,1302,2,3,1,6,2,2009,119500
70,6600,5,4,1892,1965,1378,2372,2,4,2,11,12,2009,107500
60,10140,7,5,1976,1976,832,1664,2,4,1,8,3,2006,162900
20,8172,5,7,1955,1990,864,864,1,2,1,5,4,2006,115000
20,8400,5,5,1968,1968,1052,1052,1,3,1,5,11,2006,138500
20,8700,5,6,1963,1963,1128,1128,2,3,1,6,12,2008,155000
180,3675,6,5,2005,2006,1072,1072,2,2,1,5,6,2006,140000
60,63887,10,5,2008,2008,4692,5642,2,3,1,12,1,2008,160000
20,7500,5,7,1959,1994,1246,1246,1,3,1,6,5,2010,154000
60,10762,7,5,1999,1999,1005,1983,2,3,1,9,5,2009,225000
70,7500,6,7,1942,1950,753,1494,1,3,1,7,11,2009,177500
60,10120,8,5,1994,1994,1203,2526,2,4,1,8,12,2006,290000
20,8688,7,5,2005,2005,1616,1616,2,3,1,7,4,2006,232000
160,3363,7,5,2004,2004,976,1708,2,3,1,7,4,2006,130000
20,13173,9,5,2006,2007,1652,1652,2,2,1,6,11,2009,325000
120,6955,7,5,2005,2006,1368,1368,2,2,1,6,9,2006,202500
20,8072,5,5,1994,1995,990,990,1,3,1,5,5,2009,138000
20,12000,5,7,1948,2005,1122,1122,1,2,1,6,5,2008,147000
20,7153,6,5,1991,1991,1294,1294,2,3,1,6,6,2008,179200
20,17500,7,8,1959,2002,1902,1902,2,3,1,7,5,2010,335000
20,8814,7,5,2005,2007,1274,1274,2,3,1,6,1,2007,203000
60,9572,8,5,1990,1990,1453,2810,2,4,1,9,6,2007,302000
60,14774,9,5,1999,1999,1422,2599,2,4,1,10,5,2010,333168
20,8190,4,6,1954,1954,948,948,1,3,1,5,10,2007,119000
60,11075,6,5,1969,1969,1092,2112,2,4,1,9,6,2008,206900
20,10226,8,5,2008,2008,1630,1630,2,3,1,8,1,2009,295493
120,4230,7,5,2006,2007,1352,1352,2,2,1,5,4,2007,208900
20,14781,8,5,2001,2002,1787,1787,2,3,1,7,8,2006,275000
20,10215,4,5,1954,1954,948,948,1,3,1,5,2,2007,111000
20,8400,6,3,1957,1957,1478,1478,1,3,1,6,6,2009,156500
20,6627,3,6,1949,1950,720,720,1,2,1,4,7,2008,72500
60,10186,7,5,1992,1992,1061,1923,2,3,1,8,6,2010,190000
30,5330,4,7,1940,1950,708,708,1,2,1,5,12,2009,82500
20,9986,8,5,2006,2007,1795,1795,2,2,1,7,2,2007,147000
30,3636,4,4,1922,1950,796,796,1,2,1,5,1,2008,55000
30,4270,3,6,1931,2006,774,774,1,3,1,6,5,2007,79000
20,6600,5,9,1982,2008,816,816,1,3,1,5,10,2008,130500
50,10440,6,7,1920,1950,1584,2792,2,5,1,8,6,2008,256000
60,9084,7,5,1998,1998,955,1632,2,3,1,8,6,2006,176500
20,10000,8,5,2006,2006,1588,1588,2,3,1,7,12,2007,227000
80,10780,5,5,1976,1976,954,954,1,3,1,6,7,2006,132500
20,8877,4,6,1938,1958,816,816,1,2,1,3,5,2009,100000
50,7200,5,6,1938,1995,803,1360,1,2,1,6,7,2006,125500
160,2368,5,6,1970,1970,765,1365,1,3,1,7,5,2009,125000
20,9650,6,5,1977,1977,1334,1334,2,2,1,6,4,2009,167900
90,9246,5,5,1973,1973,1656,1656,2,4,2,8,11,2008,135000
30,4118,4,4,1941,1950,693,693,1,2,1,4,3,2006,52500
60,13450,7,5,2002,2002,920,1861,2,3,1,8,6,2006,200000
20,9560,5,7,1972,1972,864,864,1,3,1,5,6,2006,128500
20,8294,4,5,1971,1971,872,872,1,3,1,5,6,2007,123000
20,13695,6,5,2003,2004,1114,1114,1,3,1,6,7,2008,155000
60,9375,8,5,2002,2002,1284,2169,2,3,1,7,8,2007,228500
50,7558,6,6,1928,1950,1172,1913,1,3,1,9,3,2009,177000
60,11103,7,5,2006,2006,728,1456,2,3,1,8,7,2007,155835
30,6000,4,4,1920,1950,960,960,1,2,1,5,7,2007,108500
20,20781,7,7,1968,2003,2156,2156,2,3,1,9,6,2006,262500
20,15306,8,5,2006,2007,1776,1776,2,3,1,7,5,2007,283463
20,16196,7,5,1998,1998,1494,1494,2,3,1,5,8,2007,215000
70,5250,8,5,1872,1987,938,2358,2,4,1,8,12,2008,122000
90,11643,5,5,1969,1969,1338,2634,2,6,2,12,8,2009,200000
60,9247,6,6,1962,1962,858,1716,1,4,1,8,3,2008,171000
50,6000,6,9,1937,2000,786,1176,1,2,1,4,7,2009,134900
50,14720,8,5,1995,1996,2053,3238,2,4,1,9,3,2010,410000
60,10316,7,5,2000,2000,992,1865,2,3,1,7,6,2008,235000
80,10192,7,6,1968,1992,1222,1920,3,4,1,8,9,2006,170000
20,9477,5,5,1966,1966,892,892,1,3,1,5,10,2008,110000
20,12537,5,6,1971,2008,1078,1078,1,3,1,6,4,2010,149900
160,2117,6,5,2000,2000,769,1573,2,3,1,5,6,2010,177500
20,16737,9,5,2004,2005,1980,1980,2,3,1,8,9,2006,315000
70,9842,5,6,1921,1998,990,2601,3,4,1,8,5,2008,189000
20,16158,7,5,2005,2005,1530,1530,2,3,1,7,6,2009,260000
50,12513,4,4,1920,2007,1281,1738,2,4,1,7,6,2009,104900
60,8499,6,5,2006,2007,616,1412,2,3,1,6,3,2007,156932
160,3180,7,5,2005,2005,520,1200,2,2,1,4,4,2006,144152
60,7500,7,5,2000,2000,814,1674,2,3,1,7,1,2010,216000
60,9179,7,5,1999,1999,882,1790,2,3,1,7,6,2008,193000
160,2665,5,6,1977,1977,925,1475,2,4,1,6,7,2006,127000
120,4435,6,5,2003,2004,848,848,1,1,1,4,6,2009,144000
20,10635,8,5,2003,2003,1668,1668,2,3,1,8,5,2010,232000
50,5400,4,6,1920,1950,840,1374,1,2,1,6,10,2009,105000
80,9600,6,6,1955,1996,1661,1661,1,3,1,8,10,2008,165500
60,9750,7,6,1998,1998,1108,2097,2,3,1,8,6,2006,274300
20,11400,10,5,2001,2002,2633,2633,2,2,1,8,3,2007,466500
60,10625,7,5,2005,2005,1026,1958,2,3,1,9,7,2008,250000
20,10991,8,5,2007,2007,1571,1571,2,3,1,7,12,2007,239000
30,6292,6,5,1930,1950,790,790,1,2,1,4,4,2008,91000
50,10998,5,5,1941,1960,984,1604,2,3,1,6,7,2009,117000
160,1953,6,5,1973,1973,483,987,1,2,1,5,6,2006,83000
80,9735,5,5,2006,2007,754,1394,2,3,1,7,5,2008,167500
30,8212,3,3,1914,1950,864,864,1,2,1,5,6,2010,58500
20,12925,6,7,1970,1970,2117,2117,2,4,1,7,5,2008,237500
70,7200,7,7,1920,1950,998,1762,1,4,1,8,10,2006,157000
30,25339,5,7,1918,2007,1416,1416,2,3,1,7,8,2007,112000
50,9060,6,5,1939,1950,698,1258,1,2,1,6,10,2009,105000
50,5436,4,8,1922,2007,796,1154,1,3,1,7,5,2010,125500
60,16692,7,5,1978,1978,1392,2784,3,5,1,12,7,2006,250000
50,8520,6,7,1916,1950,1664,2526,2,5,1,10,8,2007,136000
20,14892,9,5,2006,2007,1746,1746,2,3,1,7,10,2009,377500
50,6000,6,6,1941,1950,869,1218,1,3,1,6,3,2007,131000
20,9100,7,5,2000,2000,1525,1525,2,3,1,6,9,2006,235000
90,8944,5,5,1967,1967,1584,1584,2,4,2,8,4,2009,124000
85,7838,5,5,1967,1967,900,900,1,3,1,6,12,2006,123000
190,10800,6,7,1905,2000,1221,1912,2,3,2,7,4,2008,163000
120,4045,7,5,2006,2006,1500,1500,2,2,1,6,10,2006,246578
60,12665,8,5,2005,2006,1133,2482,2,4,1,9,2,2007,281213
20,57200,5,5,1948,1950,1687,1687,1,3,1,7,6,2010,160000
70,6120,5,8,1920,2004,939,1513,1,4,1,8,5,2007,137500
50,7200,5,4,1950,1982,1136,1904,1,3,1,7,5,2009,138000
50,6171,6,6,1925,1990,1160,1608,2,3,1,7,10,2009,137450
50,6000,6,7,1929,1950,950,1158,1,3,1,5,7,2008,120000
60,7415,6,5,2004,2004,864,1593,2,3,1,8,4,2008,193000
20,6762,7,5,2006,2006,1294,1294,2,2,1,6,7,2006,193879
20,15256,8,5,2007,2007,1464,1464,2,3,1,6,8,2007,282922
50,10410,3,4,1915,1950,694,1214,1,3,1,6,1,2006,105000
120,3842,8,5,2004,2005,1646,1646,2,2,1,5,1,2008,275000
85,8445,5,7,1972,2007,768,768,1,2,1,5,3,2009,133000
20,8780,5,5,1985,1985,833,833,1,3,1,5,3,2009,112000
70,7740,4,7,1910,1950,741,1363,1,3,1,6,6,2010,125500
60,20544,7,6,1986,1991,1236,2093,2,3,1,7,11,2008,215000
60,12420,7,5,2001,2001,944,1840,2,3,1,6,6,2009,230000
50,9600,6,8,1950,2005,1112,1668,1,3,1,6,9,2009,140000
90,7200,4,5,1949,1950,1040,1040,2,2,2,6,6,2009,90000
20,10994,8,5,2005,2006,1844,1844,2,2,1,7,9,2009,257000
50,13053,6,7,1923,2000,1053,1848,1,4,1,8,6,2008,207000
120,3635,7,5,2007,2007,1569,1569,2,1,1,7,5,2009,175900
190,11340,4,6,1885,1950,1246,2290,2,4,2,11,4,2010,122500
60,16545,8,5,1998,1998,1310,2450,2,3,1,7,5,2009,340000
20,9204,5,5,1963,1963,1144,1144,1,3,1,6,8,2008,124000
20,16381,6,5,1969,1969,1844,1844,2,3,1,7,12,2006,223000
60,11700,6,6,1968,1968,708,1416,2,3,1,7,5,2006,179900
120,4043,6,5,1977,1977,1069,1069,2,2,1,4,7,2010,127500
120,4435,6,5,2003,2003,848,848,1,1,1,3,3,2008,136500
80,19690,6,7,1966,1966,1575,2201,2,4,1,8,8,2006,274970
20,9503,5,5,1958,1983,1344,1344,1,2,1,6,6,2007,144000
20,10721,6,6,1959,1959,1252,1252,1,3,1,7,10,2008,142000
60,10944,7,5,1994,1994,1223,2127,2,3,1,5,8,2008,271000
50,10930,5,6,1945,1950,1048,1558,1,3,1,6,4,2008,140000
30,7200,5,7,1940,1992,804,804,1,2,1,4,2,2010,119000
20,12546,6,7,1981,1981,1440,1440,2,3,1,7,4,2007,182900
60,21930,5,5,2005,2005,734,1838,2,4,1,7,7,2006,192140
120,4928,6,6,1976,1976,958,958,2,2,1,5,10,2009,143750
30,10800,4,6,1927,2007,968,968,2,4,1,5,8,2007,64500
60,10261,6,5,2000,2000,962,1792,2,3,1,8,5,2008,186500
20,17400,5,5,1977,1977,1126,1126,2,3,1,5,5,2006,160000
20,8400,6,9,1962,2005,1537,1537,1,3,1,7,7,2008,174000
20,9000,4,6,1971,1971,864,864,1,3,1,5,5,2007,120500
20,12444,8,5,2008,2008,1932,1932,2,2,1,7,11,2008,394617
20,7407,6,7,1957,1996,1236,1236,1,2,1,6,4,2010,149700
60,11584,7,6,1979,1979,1040,1725,2,3,1,6,11,2007,197000
70,11526,6,7,1922,1994,1423,2555,2,3,1,11,9,2008,191000
120,4426,6,5,2004,2004,848,848,1,1,1,3,5,2008,149300
60,11003,10,5,2008,2008,1026,2007,2,3,1,10,4,2009,310000
30,8854,6,6,1916,1950,952,952,1,2,1,4,5,2009,121000
20,8500,7,5,2004,2004,1422,1422,2,3,1,7,11,2007,179600
85,8400,6,5,1966,1966,913,913,1,3,1,6,5,2007,129000
20,26142,5,7,1962,1962,1188,1188,1,3,1,6,4,2010,157900
60,10000,8,5,1995,1996,1220,2090,2,3,1,8,12,2007,240000
50,11767,4,7,1910,2000,796,1346,1,2,1,6,5,2007,112000
180,1533,5,7,1970,1970,630,630,1,1,1,3,8,2006,92000
90,9000,5,5,1974,1974,896,1792,2,4,2,8,9,2009,136000
20,9262,8,5,2008,2009,1578,1578,2,3,1,7,5,2009,287090
180,3675,5,5,2005,2005,1072,1072,1,2,1,5,5,2006,145000
20,17217,5,5,2006,2006,1140,1140,1,3,1,6,7,2006,84500
20,7500,7,5,2004,2005,1221,1221,2,2,1,6,10,2009,185000
60,7917,6,5,1999,2000,953,1647,2,3,1,7,8,2007,175000
20,13175,6,6,1978,1988,2073,2073,2,3,1,7,2,2010,210000
70,9042,7,9,1941,2006,1188,2340,2,4,1,9,5,2010,266500
20,9717,5,6,1950,1996,1078,1078,1,2,1,5,4,2010,142125
20,9937,5,6,1965,1965,1256,1256,1,3,1,6,6,2008,147500
